Date,Open,High,Low,Close,Adj Close,Volume
2017-03-01,209.919998,211.589996,209.880005,211.020004,208.680908,7846100
2017-03-02,211.190002,211.190002,209.839996,209.889999,207.563416,3336900
2017-03-03,210.059998,210.320007,209.410004,209.910004,207.583176,2589000
2017-03-06,209.259995,209.770004,209.020004,209.479996,207.157959,2524700
2017-03-07,209.210007,209.660004,208.979996,209.169998,206.851395,2741000
2017-03-08,209.580002,209.610001,208.429993,208.610001,206.297607,3173100
2017-03-09,208.740005,209.089996,207.869995,208.669998,206.356934,4430100
2017-03-10,209.690002,209.699997,208.360001,209.149994,206.831604,3004000
2017-03-13,209.130005,209.339996,208.589996,208.940002,206.623932,2261800
2017-03-14,208.570007,208.880005,207.979996,208.539993,206.228363,4433000
2017-03-15,208.830002,209.910004,208.710007,209.580002,207.256851,5737000
2017-03-16,210.169998,210.169998,209.050003,209.440002,207.118393,3018400
2017-03-17,209.529999,209.529999,208.830002,208.860001,206.947983,2873200
2017-03-20,208.850006,209.270004,208.559998,208.809998,206.898438,3308600
2017-03-21,209.330002,209.429993,206.250000,206.350006,204.460968,6192400
2017-03-22,205.960007,206.570007,205.500000,206.410004,204.520416,3898500
2017-03-23,206.029999,207.300003,205.910004,206.309998,204.421310,3840000
2017-03-24,206.580002,206.899994,205.000000,205.750000,203.866455,4052700
2017-03-27,204.179993,205.509995,203.809998,205.229996,203.351212,4559600
2017-03-28,205.080002,207.070007,204.910004,206.750000,204.857300,3538000
2017-03-29,206.529999,206.559998,205.949997,206.309998,204.421310,2323900
2017-03-30,206.300003,207.259995,206.149994,206.960007,205.065384,2849200
2017-03-31,206.720001,206.929993,206.300003,206.339996,204.451050,4179600
2017-04-03,206.520004,206.630005,204.880005,206.250000,204.361893,4436100
2017-04-04,206.020004,206.770004,205.809998,206.649994,204.758224,2555400
2017-04-05,207.589996,208.649994,206.160004,206.259995,204.371780,4110400
2017-04-06,206.449997,207.289993,205.919998,206.449997,204.560043,3186900
2017-04-07,206.190002,207.070007,205.889999,206.380005,204.490677,2609300
2017-04-10,206.490005,207.320007,205.949997,206.389999,204.500610,2395200
2017-04-11,206.220001,206.419998,204.940002,206.330002,204.441132,3511500
2017-04-12,206.300003,206.300003,205.350006,205.669998,203.787186,2181700
2017-04-13,205.339996,205.940002,204.360001,204.369995,202.499069,3605200
2017-04-17,204.929993,206.259995,204.860001,206.169998,204.282593,2260900
2017-04-18,205.360001,205.809998,204.419998,205.080002,203.202606,2497900
2017-04-19,205.259995,205.300003,203.639999,203.850006,201.983841,3606400
2017-04-20,204.350006,206.210007,204.169998,205.699997,203.816910,3873700
2017-04-21,205.509995,205.729996,204.770004,205.250000,203.551117,3034800
2017-04-24,207.330002,207.630005,207.029999,207.380005,205.663498,3220200
2017-04-25,208.949997,209.979996,208.839996,209.679993,207.944458,3483600
2017-04-26,209.809998,210.429993,209.440002,209.470001,207.736191,2865300
2017-04-27,209.729996,209.770004,209.059998,209.559998,207.825439,1951700
2017-04-28,209.630005,209.630005,208.970001,209.080002,207.349426,1934000
2017-05-01,209.490005,209.490005,208.699997,208.919998,207.190750,1886000
2017-05-02,209.100006,209.300003,208.750000,209.130005,207.399017,1359700
2017-05-03,209.130005,209.470001,208.470001,209.220001,207.488266,1829400
2017-05-04,209.649994,209.649994,208.199997,209.190002,207.458511,2640100
2017-05-05,209.070007,209.779999,208.759995,209.770004,208.033722,1673800
2017-05-08,209.699997,210.020004,209.529999,209.919998,208.182465,2311000
2017-05-09,210.139999,210.320007,209.220001,209.619995,207.884964,1570100
2017-05-10,209.190002,209.809998,208.899994,209.479996,207.746124,1394300
2017-05-11,209.139999,209.449997,208.100006,209.279999,207.547775,3093700
2017-05-12,208.970001,209.279999,208.820007,209.009995,207.279984,1575100
2017-05-15,209.399994,210.130005,209.399994,209.929993,208.192383,1818500
2017-05-16,210.320007,210.460007,209.460007,209.949997,208.212219,1746600
2017-05-17,208.119995,208.589996,206.369995,206.470001,204.761017,5717400
2017-05-18,206.029999,207.960007,205.860001,206.960007,205.246979,6653800
2017-05-19,206.750000,208.309998,206.580002,207.770004,206.657394,4892800
2017-05-22,208.320007,208.869995,208.320007,208.649994,207.532669,2246200
2017-05-23,209.100006,209.350006,208.690002,209.119995,208.000153,3457500
2017-05-24,209.320007,209.960007,209.080002,209.820007,208.696411,3479500
2017-05-25,210.520004,210.919998,210.300003,210.580002,209.452332,2198200
2017-05-26,210.539993,210.720001,210.320007,210.539993,209.412537,1152200
2017-05-30,210.210007,210.520004,209.970001,210.210007,209.084320,1066600
2017-05-31,210.410004,210.410004,209.320007,210.000000,208.875443,1577500
2017-06-01,210.270004,211.399994,209.910004,211.399994,210.267944,1827900
2017-06-02,211.449997,212.210007,211.270004,211.910004,210.775223,2314000
2017-06-05,211.860001,212.210007,211.639999,211.860001,210.725494,1923000
2017-06-06,211.330002,211.779999,211.169998,211.369995,210.238098,2094800
2017-06-07,211.690002,211.919998,211.139999,211.720001,210.586243,1545800
2017-06-08,211.619995,212.699997,211.389999,211.860001,210.725494,2022000
2017-06-09,212.149994,213.070007,211.589996,212.669998,211.531143,4271100
2017-06-12,212.460007,212.779999,211.880005,212.399994,211.262573,3682300
2017-06-13,212.800003,213.389999,212.750000,213.369995,212.227386,2426500
2017-06-14,213.779999,214.000000,212.979996,213.839996,212.694855,5423100
2017-06-15,212.889999,213.800003,212.750000,213.690002,212.545685,2571800
2017-06-16,213.330002,213.580002,212.820007,213.559998,212.808746,2372000
2017-06-19,214.360001,215.009995,214.080002,214.919998,214.163971,2103300
2017-06-20,214.889999,215.070007,214.369995,214.399994,213.645798,1762100
2017-06-21,214.649994,214.649994,213.639999,213.889999,213.137604,2129400
2017-06-22,214.080002,214.289993,213.660004,213.729996,212.978149,2697100
2017-06-23,213.440002,213.949997,213.059998,213.740005,212.988129,1346800
2017-06-26,214.289993,214.759995,213.529999,213.869995,213.117661,1940400
2017-06-27,213.710007,214.130005,212.869995,212.929993,212.180954,1981600
2017-06-28,212.929993,214.529999,212.929993,214.240005,213.486374,4693700
2017-06-29,214.520004,214.550003,211.699997,212.610001,211.862091,4363500
2017-06-30,213.149994,213.990005,212.970001,213.240005,212.489883,2200500
2017-07-03,213.949997,215.380005,213.880005,214.490005,213.735489,2134700
2017-07-05,214.740005,214.830002,213.830002,214.580002,213.825165,1799000
2017-07-06,214.089996,214.250000,212.940002,213.139999,212.390228,2297500
2017-07-07,213.539993,214.160004,213.419998,214.050003,213.297028,1326500
2017-07-10,213.679993,214.350006,213.539993,213.990005,213.237259,1156300
2017-07-11,213.910004,214.289993,212.679993,213.979996,213.227264,1577600
2017-07-12,214.979996,215.699997,214.889999,215.229996,214.472885,2103300
2017-07-13,215.300003,215.559998,215.000000,215.460007,214.702072,1587400
2017-07-14,215.300003,216.679993,215.110001,216.259995,215.499252,2395500
2017-07-17,216.320007,216.490005,216.039993,216.220001,215.459396,2291000
2017-07-18,215.660004,215.809998,214.630005,215.699997,214.941223,2247500
2017-07-19,215.889999,216.339996,215.660004,216.320007,215.559052,1785800
2017-07-20,216.570007,216.580002,215.710007,216.190002,215.429504,1372000
2017-07-21,215.190002,215.550003,214.759995,215.529999,215.006546,2217300
2017-07-24,215.509995,215.509995,214.679993,215.089996,214.567612,1459600
2017-07-25,216.500000,216.520004,215.490005,215.860001,215.335739,1924200
2017-07-26,216.809998,217.160004,216.559998,216.809998,216.283432,2041000
2017-07-27,217.279999,217.750000,216.630005,217.720001,217.191223,3202400
2017-07-28,217.529999,218.160004,217.300003,218.020004,217.490494,2305000
2017-07-31,218.649994,219.029999,218.490005,218.699997,218.168839,1765000
2017-08-01,219.740005,219.800003,219.149994,219.369995,218.837204,2307100
2017-08-02,219.830002,220.130005,219.440002,219.889999,219.355957,3063300
2017-08-03,219.929993,220.229996,219.720001,220.059998,219.525528,2496400
2017-08-04,220.639999,220.669998,220.029999,220.570007,220.034302,1877700
2017-08-07,220.750000,220.979996,220.600006,220.850006,220.313629,1902800
2017-08-08,220.800003,221.679993,220.440002,220.690002,220.154007,3623900
2017-08-09,220.330002,220.610001,219.960007,220.500000,219.964462,3555800
2017-08-10,219.809998,219.899994,218.550003,218.600006,218.069092,7832600
2017-08-11,218.759995,219.220001,218.520004,218.699997,218.168839,4944500
2017-08-14,219.880005,220.289993,219.809998,219.970001,219.435760,2605000
2017-08-15,220.580002,220.580002,219.860001,220.160004,219.625305,1835700
2017-08-16,220.699997,221.100006,220.279999,220.470001,219.934540,2476100
2017-08-17,220.000000,220.070007,217.770004,217.809998,217.281006,3535800
2017-08-18,216.990005,217.660004,216.149994,216.529999,216.529999,4468500
2017-08-21,216.460007,216.919998,215.729996,216.740005,216.740005,3467200
2017-08-22,217.410004,218.850006,217.300003,218.690002,218.690002,2423200
2017-08-23,218.009995,218.460007,217.839996,217.919998,217.919998,3660200
2017-08-24,218.550003,218.550003,217.460007,217.660004,217.660004,1934400
2017-08-25,218.259995,218.929993,218.000000,218.039993,218.039993,2373300
2017-08-28,218.500000,218.580002,217.529999,217.940002,217.940002,1425000
2017-08-29,216.679993,218.759995,216.619995,218.589996,218.589996,2013300
2017-08-30,218.750000,219.160004,218.389999,218.929993,218.929993,1804100
2017-08-31,219.529999,219.889999,219.119995,219.520004,219.520004,2173000
2017-09-01,220.130005,220.410004,219.830002,219.919998,219.919998,2150200
2017-09-05,219.529999,219.529999,217.179993,217.669998,217.669998,3828600
2017-09-06,218.539993,218.619995,218.039993,218.250000,218.250000,1915500
2017-09-07,218.470001,218.720001,217.679993,218.110001,218.110001,1981700
2017-09-08,217.610001,218.660004,217.520004,218.240005,218.240005,2135767
